RunScript;Config;RunId;Output;offset;remainingFractionKiga;remainingFractionPrima;remainingFractionSecon;remainingFractionLeisure1;remainingFractionLeisure2;remainingFractionWork;remainingFractionShoppingBusinessErrands
run.sh;config_sz470.xml;sz470;output/-3-0.5-0.5-0.0-0.2-0.2-0.8-0.2;-3;0.5;0.5;0.0;0.2;0.2;0.8;0.2
run.sh;config_sz471.xml;sz471;output/-3-0.5-0.5-0.0-0.2-0.2-0.6-0.4;-3;0.5;0.5;0.0;0.2;0.2;0.6;0.4
run.sh;config_sz472.xml;sz472;output/-3-0.5-0.5-0.0-0.2-0.2-0.6-0.2;-3;0.5;0.5;0.0;0.2;0.2;0.6;0.2
run.sh;config_sz473.xml;sz473;output/-3-0.5-0.5-0.0-0.2-0.2-0.4-0.4;-3;0.5;0.5;0.0;0.2;0.2;0.4;0.4
run.sh;config_sz474.xml;sz474;output/-3-0.5-0.5-0.0-0.2-0.2-0.4-0.2;-3;0.5;0.5;0.0;0.2;0.2;0.4;0.2
run.sh;config_sz475.xml;sz475;output/-3-0.5-0.5-0.0-0.2-0.0-0.8-0.4;-3;0.5;0.5;0.0;0.2;0.0;0.8;0.4
run.sh;config_sz476.xml;sz476;output/-3-0.5-0.5-0.0-0.2-0.0-0.8-0.2;-3;0.5;0.5;0.0;0.2;0.0;0.8;0.2
run.sh;config_sz477.xml;sz477;output/-3-0.5-0.5-0.0-0.2-0.0-0.6-0.4;-3;0.5;0.5;0.0;0.2;0.0;0.6;0.4
run.sh;config_sz478.xml;sz478;output/-3-0.5-0.5-0.0-0.2-0.0-0.6-0.2;-3;0.5;0.5;0.0;0.2;0.0;0.6;0.2
run.sh;config_sz479.xml;sz479;output/-3-0.5-0.5-0.0-0.2-0.0-0.4-0.4;-3;0.5;0.5;0.0;0.2;0.0;0.4;0.4
run.sh;config_sz480.xml;sz480;output/-3-0.5-0.5-0.0-0.2-0.0-0.4-0.2;-3;0.5;0.5;0.0;0.2;0.0;0.4;0.2
run.sh;config_sz481.xml;sz481;output/-3-0.5-0.1-0.5-0.8-0.2-0.8-0.4;-3;0.5;0.1;0.5;0.8;0.2;0.8;0.4
run.sh;config_sz482.xml;sz482;output/-3-0.5-0.1-0.5-0.8-0.2-0.8-0.2;-3;0.5;0.1;0.5;0.8;0.2;0.8;0.2
run.sh;config_sz483.xml;sz483;output/-3-0.5-0.1-0.5-0.8-0.2-0.6-0.4;-3;0.5;0.1;0.5;0.8;0.2;0.6;0.4
run.sh;config_sz484.xml;sz484;output/-3-0.5-0.1-0.5-0.8-0.2-0.6-0.2;-3;0.5;0.1;0.5;0.8;0.2;0.6;0.2
run.sh;config_sz485.xml;sz485;output/-3-0.5-0.1-0.5-0.8-0.2-0.4-0.4;-3;0.5;0.1;0.5;0.8;0.2;0.4;0.4
run.sh;config_sz486.xml;sz486;output/-3-0.5-0.1-0.5-0.8-0.2-0.4-0.2;-3;0.5;0.1;0.5;0.8;0.2;0.4;0.2
run.sh;config_sz487.xml;sz487;output/-3-0.5-0.1-0.5-0.8-0.0-0.8-0.4;-3;0.5;0.1;0.5;0.8;0.0;0.8;0.4
run.sh;config_sz488.xml;sz488;output/-3-0.5-0.1-0.5-0.8-0.0-0.8-0.2;-3;0.5;0.1;0.5;0.8;0.0;0.8;0.2
run.sh;config_sz489.xml;sz489;output/-3-0.5-0.1-0.5-0.8-0.0-0.6-0.4;-3;0.5;0.1;0.5;0.8;0.0;0.6;0.4
run.sh;config_sz490.xml;sz490;output/-3-0.5-0.1-0.5-0.8-0.0-0.6-0.2;-3;0.5;0.1;0.5;0.8;0.0;0.6;0.2
run.sh;config_sz491.xml;sz491;output/-3-0.5-0.1-0.5-0.8-0.0-0.4-0.4;-3;0.5;0.1;0.5;0.8;0.0;0.4;0.4
run.sh;config_sz492.xml;sz492;output/-3-0.5-0.1-0.5-0.8-0.0-0.4-0.2;-3;0.5;0.1;0.5;0.8;0.0;0.4;0.2
run.sh;config_sz493.xml;sz493;output/-3-0.5-0.1-0.5-0.6-0.2-0.8-0.4;-3;0.5;0.1;0.5;0.6;0.2;0.8;0.4
run.sh;config_sz494.xml;sz494;output/-3-0.5-0.1-0.5-0.6-0.2-0.8-0.2;-3;0.5;0.1;0.5;0.6;0.2;0.8;0.2
run.sh;config_sz495.xml;sz495;output/-3-0.5-0.1-0.5-0.6-0.2-0.6-0.4;-3;0.5;0.1;0.5;0.6;0.2;0.6;0.4
run.sh;config_sz496.xml;sz496;output/-3-0.5-0.1-0.5-0.6-0.2-0.6-0.2;-3;0.5;0.1;0.5;0.6;0.2;0.6;0.2
run.sh;config_sz497.xml;sz497;output/-3-0.5-0.1-0.5-0.6-0.2-0.4-0.4;-3;0.5;0.1;0.5;0.6;0.2;0.4;0.4
run.sh;config_sz498.xml;sz498;output/-3-0.5-0.1-0.5-0.6-0.2-0.4-0.2;-3;0.5;0.1;0.5;0.6;0.2;0.4;0.2
run.sh;config_sz499.xml;sz499;output/-3-0.5-0.1-0.5-0.6-0.0-0.8-0.4;-3;0.5;0.1;0.5;0.6;0.0;0.8;0.4
run.sh;config_sz500.xml;sz500;output/-3-0.5-0.1-0.5-0.6-0.0-0.8-0.2;-3;0.5;0.1;0.5;0.6;0.0;0.8;0.2
run.sh;config_sz501.xml;sz501;output/-3-0.5-0.1-0.5-0.6-0.0-0.6-0.4;-3;0.5;0.1;0.5;0.6;0.0;0.6;0.4
run.sh;config_sz502.xml;sz502;output/-3-0.5-0.1-0.5-0.6-0.0-0.6-0.2;-3;0.5;0.1;0.5;0.6;0.0;0.6;0.2
run.sh;config_sz503.xml;sz503;output/-3-0.5-0.1-0.5-0.6-0.0-0.4-0.4;-3;0.5;0.1;0.5;0.6;0.0;0.4;0.4
run.sh;config_sz504.xml;sz504;output/-3-0.5-0.1-0.5-0.6-0.0-0.4-0.2;-3;0.5;0.1;0.5;0.6;0.0;0.4;0.2
run.sh;config_sz505.xml;sz505;output/-3-0.5-0.1-0.5-0.4-0.2-0.8-0.4;-3;0.5;0.1;0.5;0.4;0.2;0.8;0.4
run.sh;config_sz506.xml;sz506;output/-3-0.5-0.1-0.5-0.4-0.2-0.8-0.2;-3;0.5;0.1;0.5;0.4;0.2;0.8;0.2
run.sh;config_sz507.xml;sz507;output/-3-0.5-0.1-0.5-0.4-0.2-0.6-0.4;-3;0.5;0.1;0.5;0.4;0.2;0.6;0.4
run.sh;config_sz508.xml;sz508;output/-3-0.5-0.1-0.5-0.4-0.2-0.6-0.2;-3;0.5;0.1;0.5;0.4;0.2;0.6;0.2
run.sh;config_sz509.xml;sz509;output/-3-0.5-0.1-0.5-0.4-0.2-0.4-0.4;-3;0.5;0.1;0.5;0.4;0.2;0.4;0.4
run.sh;config_sz510.xml;sz510;output/-3-0.5-0.1-0.5-0.4-0.2-0.4-0.2;-3;0.5;0.1;0.5;0.4;0.2;0.4;0.2
run.sh;config_sz511.xml;sz511;output/-3-0.5-0.1-0.5-0.4-0.0-0.8-0.4;-3;0.5;0.1;0.5;0.4;0.0;0.8;0.4
run.sh;config_sz512.xml;sz512;output/-3-0.5-0.1-0.5-0.4-0.0-0.8-0.2;-3;0.5;0.1;0.5;0.4;0.0;0.8;0.2
run.sh;config_sz513.xml;sz513;output/-3-0.5-0.1-0.5-0.4-0.0-0.6-0.4;-3;0.5;0.1;0.5;0.4;0.0;0.6;0.4
run.sh;config_sz514.xml;sz514;output/-3-0.5-0.1-0.5-0.4-0.0-0.6-0.2;-3;0.5;0.1;0.5;0.4;0.0;0.6;0.2
run.sh;config_sz515.xml;sz515;output/-3-0.5-0.1-0.5-0.4-0.0-0.4-0.4;-3;0.5;0.1;0.5;0.4;0.0;0.4;0.4
run.sh;config_sz516.xml;sz516;output/-3-0.5-0.1-0.5-0.4-0.0-0.4-0.2;-3;0.5;0.1;0.5;0.4;0.0;0.4;0.2
run.sh;config_sz517.xml;sz517;output/-3-0.5-0.1-0.5-0.2-0.2-0.8-0.4;-3;0.5;0.1;0.5;0.2;0.2;0.8;0.4
run.sh;config_sz518.xml;sz518;output/-3-0.5-0.1-0.5-0.2-0.2-0.8-0.2;-3;0.5;0.1;0.5;0.2;0.2;0.8;0.2
run.sh;config_sz519.xml;sz519;output/-3-0.5-0.1-0.5-0.2-0.2-0.6-0.4;-3;0.5;0.1;0.5;0.2;0.2;0.6;0.4
run.sh;config_sz520.xml;sz520;output/-3-0.5-0.1-0.5-0.2-0.2-0.6-0.2;-3;0.5;0.1;0.5;0.2;0.2;0.6;0.2
run.sh;config_sz521.xml;sz521;output/-3-0.5-0.1-0.5-0.2-0.2-0.4-0.4;-3;0.5;0.1;0.5;0.2;0.2;0.4;0.4
run.sh;config_sz522.xml;sz522;output/-3-0.5-0.1-0.5-0.2-0.2-0.4-0.2;-3;0.5;0.1;0.5;0.2;0.2;0.4;0.2
run.sh;config_sz523.xml;sz523;output/-3-0.5-0.1-0.5-0.2-0.0-0.8-0.4;-3;0.5;0.1;0.5;0.2;0.0;0.8;0.4
run.sh;config_sz524.xml;sz524;output/-3-0.5-0.1-0.5-0.2-0.0-0.8-0.2;-3;0.5;0.1;0.5;0.2;0.0;0.8;0.2
run.sh;config_sz525.xml;sz525;output/-3-0.5-0.1-0.5-0.2-0.0-0.6-0.4;-3;0.5;0.1;0.5;0.2;0.0;0.6;0.4
run.sh;config_sz526.xml;sz526;output/-3-0.5-0.1-0.5-0.2-0.0-0.6-0.2;-3;0.5;0.1;0.5;0.2;0.0;0.6;0.2
run.sh;config_sz527.xml;sz527;output/-3-0.5-0.1-0.5-0.2-0.0-0.4-0.4;-3;0.5;0.1;0.5;0.2;0.0;0.4;0.4
run.sh;config_sz528.xml;sz528;output/-3-0.5-0.1-0.5-0.2-0.0-0.4-0.2;-3;0.5;0.1;0.5;0.2;0.0;0.4;0.2
run.sh;config_sz529.xml;sz529;output/-3-0.5-0.1-0.0-0.8-0.2-0.8-0.4;-3;0.5;0.1;0.0;0.8;0.2;0.8;0.4
run.sh;config_sz530.xml;sz530;output/-3-0.5-0.1-0.0-0.8-0.2-0.8-0.2;-3;0.5;0.1;0.0;0.8;0.2;0.8;0.2
run.sh;config_sz531.xml;sz531;output/-3-0.5-0.1-0.0-0.8-0.2-0.6-0.4;-3;0.5;0.1;0.0;0.8;0.2;0.6;0.4
run.sh;config_sz532.xml;sz532;output/-3-0.5-0.1-0.0-0.8-0.2-0.6-0.2;-3;0.5;0.1;0.0;0.8;0.2;0.6;0.2
run.sh;config_sz533.xml;sz533;output/-3-0.5-0.1-0.0-0.8-0.2-0.4-0.4;-3;0.5;0.1;0.0;0.8;0.2;0.4;0.4
run.sh;config_sz534.xml;sz534;output/-3-0.5-0.1-0.0-0.8-0.2-0.4-0.2;-3;0.5;0.1;0.0;0.8;0.2;0.4;0.2
run.sh;config_sz535.xml;sz535;output/-3-0.5-0.1-0.0-0.8-0.0-0.8-0.4;-3;0.5;0.1;0.0;0.8;0.0;0.8;0.4
run.sh;config_sz536.xml;sz536;output/-3-0.5-0.1-0.0-0.8-0.0-0.8-0.2;-3;0.5;0.1;0.0;0.8;0.0;0.8;0.2
run.sh;config_sz537.xml;sz537;output/-3-0.5-0.1-0.0-0.8-0.0-0.6-0.4;-3;0.5;0.1;0.0;0.8;0.0;0.6;0.4
run.sh;config_sz538.xml;sz538;output/-3-0.5-0.1-0.0-0.8-0.0-0.6-0.2;-3;0.5;0.1;0.0;0.8;0.0;0.6;0.2
run.sh;config_sz539.xml;sz539;output/-3-0.5-0.1-0.0-0.8-0.0-0.4-0.4;-3;0.5;0.1;0.0;0.8;0.0;0.4;0.4
run.sh;config_sz540.xml;sz540;output/-3-0.5-0.1-0.0-0.8-0.0-0.4-0.2;-3;0.5;0.1;0.0;0.8;0.0;0.4;0.2
run.sh;config_sz541.xml;sz541;output/-3-0.5-0.1-0.0-0.6-0.2-0.8-0.4;-3;0.5;0.1;0.0;0.6;0.2;0.8;0.4
run.sh;config_sz542.xml;sz542;output/-3-0.5-0.1-0.0-0.6-0.2-0.8-0.2;-3;0.5;0.1;0.0;0.6;0.2;0.8;0.2
run.sh;config_sz543.xml;sz543;output/-3-0.5-0.1-0.0-0.6-0.2-0.6-0.4;-3;0.5;0.1;0.0;0.6;0.2;0.6;0.4
run.sh;config_sz544.xml;sz544;output/-3-0.5-0.1-0.0-0.6-0.2-0.6-0.2;-3;0.5;0.1;0.0;0.6;0.2;0.6;0.2
run.sh;config_sz545.xml;sz545;output/-3-0.5-0.1-0.0-0.6-0.2-0.4-0.4;-3;0.5;0.1;0.0;0.6;0.2;0.4;0.4
run.sh;config_sz546.xml;sz546;output/-3-0.5-0.1-0.0-0.6-0.2-0.4-0.2;-3;0.5;0.1;0.0;0.6;0.2;0.4;0.2
run.sh;config_sz547.xml;sz547;output/-3-0.5-0.1-0.0-0.6-0.0-0.8-0.4;-3;0.5;0.1;0.0;0.6;0.0;0.8;0.4
run.sh;config_sz548.xml;sz548;output/-3-0.5-0.1-0.0-0.6-0.0-0.8-0.2;-3;0.5;0.1;0.0;0.6;0.0;0.8;0.2
run.sh;config_sz549.xml;sz549;output/-3-0.5-0.1-0.0-0.6-0.0-0.6-0.4;-3;0.5;0.1;0.0;0.6;0.0;0.6;0.4
run.sh;config_sz550.xml;sz550;output/-3-0.5-0.1-0.0-0.6-0.0-0.6-0.2;-3;0.5;0.1;0.0;0.6;0.0;0.6;0.2
run.sh;config_sz551.xml;sz551;output/-3-0.5-0.1-0.0-0.6-0.0-0.4-0.4;-3;0.5;0.1;0.0;0.6;0.0;0.4;0.4
run.sh;config_sz552.xml;sz552;output/-3-0.5-0.1-0.0-0.6-0.0-0.4-0.2;-3;0.5;0.1;0.0;0.6;0.0;0.4;0.2
run.sh;config_sz553.xml;sz553;output/-3-0.5-0.1-0.0-0.4-0.2-0.8-0.4;-3;0.5;0.1;0.0;0.4;0.2;0.8;0.4
run.sh;config_sz554.xml;sz554;output/-3-0.5-0.1-0.0-0.4-0.2-0.8-0.2;-3;0.5;0.1;0.0;0.4;0.2;0.8;0.2
run.sh;config_sz555.xml;sz555;output/-3-0.5-0.1-0.0-0.4-0.2-0.6-0.4;-3;0.5;0.1;0.0;0.4;0.2;0.6;0.4
run.sh;config_sz556.xml;sz556;output/-3-0.5-0.1-0.0-0.4-0.2-0.6-0.2;-3;0.5;0.1;0.0;0.4;0.2;0.6;0.2
run.sh;config_sz557.xml;sz557;output/-3-0.5-0.1-0.0-0.4-0.2-0.4-0.4;-3;0.5;0.1;0.0;0.4;0.2;0.4;0.4
run.sh;config_sz558.xml;sz558;output/-3-0.5-0.1-0.0-0.4-0.2-0.4-0.2;-3;0.5;0.1;0.0;0.4;0.2;0.4;0.2
run.sh;config_sz559.xml;sz559;output/-3-0.5-0.1-0.0-0.4-0.0-0.8-0.4;-3;0.5;0.1;0.0;0.4;0.0;0.8;0.4
run.sh;config_sz560.xml;sz560;output/-3-0.5-0.1-0.0-0.4-0.0-0.8-0.2;-3;0.5;0.1;0.0;0.4;0.0;0.8;0.2
run.sh;config_sz561.xml;sz561;output/-3-0.5-0.1-0.0-0.4-0.0-0.6-0.4;-3;0.5;0.1;0.0;0.4;0.0;0.6;0.4
run.sh;config_sz562.xml;sz562;output/-3-0.5-0.1-0.0-0.4-0.0-0.6-0.2;-3;0.5;0.1;0.0;0.4;0.0;0.6;0.2
run.sh;config_sz563.xml;sz563;output/-3-0.5-0.1-0.0-0.4-0.0-0.4-0.4;-3;0.5;0.1;0.0;0.4;0.0;0.4;0.4
run.sh;config_sz564.xml;sz564;output/-3-0.5-0.1-0.0-0.4-0.0-0.4-0.2;-3;0.5;0.1;0.0;0.4;0.0;0.4;0.2
run.sh;config_sz565.xml;sz565;output/-3-0.5-0.1-0.0-0.2-0.2-0.8-0.4;-3;0.5;0.1;0.0;0.2;0.2;0.8;0.4
run.sh;config_sz566.xml;sz566;output/-3-0.5-0.1-0.0-0.2-0.2-0.8-0.2;-3;0.5;0.1;0.0;0.2;0.2;0.8;0.2
run.sh;config_sz567.xml;sz567;output/-3-0.5-0.1-0.0-0.2-0.2-0.6-0.4;-3;0.5;0.1;0.0;0.2;0.2;0.6;0.4
run.sh;config_sz568.xml;sz568;output/-3-0.5-0.1-0.0-0.2-0.2-0.6-0.2;-3;0.5;0.1;0.0;0.2;0.2;0.6;0.2
run.sh;config_sz569.xml;sz569;output/-3-0.5-0.1-0.0-0.2-0.2-0.4-0.4;-3;0.5;0.1;0.0;0.2;0.2;0.4;0.4
run.sh;config_sz570.xml;sz570;output/-3-0.5-0.1-0.0-0.2-0.2-0.4-0.2;-3;0.5;0.1;0.0;0.2;0.2;0.4;0.2
run.sh;config_sz571.xml;sz571;output/-3-0.5-0.1-0.0-0.2-0.0-0.8-0.4;-3;0.5;0.1;0.0;0.2;0.0;0.8;0.4
run.sh;config_sz572.xml;sz572;output/-3-0.5-0.1-0.0-0.2-0.0-0.8-0.2;-3;0.5;0.1;0.0;0.2;0.0;0.8;0.2
run.sh;config_sz573.xml;sz573;output/-3-0.5-0.1-0.0-0.2-0.0-0.6-0.4;-3;0.5;0.1;0.0;0.2;0.0;0.6;0.4
run.sh;config_sz574.xml;sz574;output/-3-0.5-0.1-0.0-0.2-0.0-0.6-0.2;-3;0.5;0.1;0.0;0.2;0.0;0.6;0.2
run.sh;config_sz575.xml;sz575;output/-3-0.5-0.1-0.0-0.2-0.0-0.4-0.4;-3;0.5;0.1;0.0;0.2;0.0;0.4;0.4
run.sh;config_sz576.xml;sz576;output/-3-0.5-0.1-0.0-0.2-0.0-0.4-0.2;-3;0.5;0.1;0.0;0.2;0.0;0.4;0.2
run.sh;config_sz577.xml;sz577;output/-3-0.1-0.5-0.5-0.8-0.2-0.8-0.4;-3;0.1;0.5;0.5;0.8;0.2;0.8;0.4
run.sh;config_sz578.xml;sz578;output/-3-0.1-0.5-0.5-0.8-0.2-0.8-0.2;-3;0.1;0.5;0.5;0.8;0.2;0.8;0.2
run.sh;config_sz579.xml;sz579;output/-3-0.1-0.5-0.5-0.8-0.2-0.6-0.4;-3;0.1;0.5;0.5;0.8;0.2;0.6;0.4
run.sh;config_sz580.xml;sz580;output/-3-0.1-0.5-0.5-0.8-0.2-0.6-0.2;-3;0.1;0.5;0.5;0.8;0.2;0.6;0.2
run.sh;config_sz581.xml;sz581;output/-3-0.1-0.5-0.5-0.8-0.2-0.4-0.4;-3;0.1;0.5;0.5;0.8;0.2;0.4;0.4
run.sh;config_sz582.xml;sz582;output/-3-0.1-0.5-0.5-0.8-0.2-0.4-0.2;-3;0.1;0.5;0.5;0.8;0.2;0.4;0.2
run.sh;config_sz583.xml;sz583;output/-3-0.1-0.5-0.5-0.8-0.0-0.8-0.4;-3;0.1;0.5;0.5;0.8;0.0;0.8;0.4
run.sh;config_sz584.xml;sz584;output/-3-0.1-0.5-0.5-0.8-0.0-0.8-0.2;-3;0.1;0.5;0.5;0.8;0.0;0.8;0.2
run.sh;config_sz585.xml;sz585;output/-3-0.1-0.5-0.5-0.8-0.0-0.6-0.4;-3;0.1;0.5;0.5;0.8;0.0;0.6;0.4
run.sh;config_sz586.xml;sz586;output/-3-0.1-0.5-0.5-0.8-0.0-0.6-0.2;-3;0.1;0.5;0.5;0.8;0.0;0.6;0.2
run.sh;config_sz587.xml;sz587;output/-3-0.1-0.5-0.5-0.8-0.0-0.4-0.4;-3;0.1;0.5;0.5;0.8;0.0;0.4;0.4
run.sh;config_sz588.xml;sz588;output/-3-0.1-0.5-0.5-0.8-0.0-0.4-0.2;-3;0.1;0.5;0.5;0.8;0.0;0.4;0.2
run.sh;config_sz589.xml;sz589;output/-3-0.1-0.5-0.5-0.6-0.2-0.8-0.4;-3;0.1;0.5;0.5;0.6;0.2;0.8;0.4
run.sh;config_sz590.xml;sz590;output/-3-0.1-0.5-0.5-0.6-0.2-0.8-0.2;-3;0.1;0.5;0.5;0.6;0.2;0.8;0.2
run.sh;config_sz591.xml;sz591;output/-3-0.1-0.5-0.5-0.6-0.2-0.6-0.4;-3;0.1;0.5;0.5;0.6;0.2;0.6;0.4
run.sh;config_sz592.xml;sz592;output/-3-0.1-0.5-0.5-0.6-0.2-0.6-0.2;-3;0.1;0.5;0.5;0.6;0.2;0.6;0.2
run.sh;config_sz593.xml;sz593;output/-3-0.1-0.5-0.5-0.6-0.2-0.4-0.4;-3;0.1;0.5;0.5;0.6;0.2;0.4;0.4
run.sh;config_sz594.xml;sz594;output/-3-0.1-0.5-0.5-0.6-0.2-0.4-0.2;-3;0.1;0.5;0.5;0.6;0.2;0.4;0.2
run.sh;config_sz595.xml;sz595;output/-3-0.1-0.5-0.5-0.6-0.0-0.8-0.4;-3;0.1;0.5;0.5;0.6;0.0;0.8;0.4
run.sh;config_sz596.xml;sz596;output/-3-0.1-0.5-0.5-0.6-0.0-0.8-0.2;-3;0.1;0.5;0.5;0.6;0.0;0.8;0.2
run.sh;config_sz597.xml;sz597;output/-3-0.1-0.5-0.5-0.6-0.0-0.6-0.4;-3;0.1;0.5;0.5;0.6;0.0;0.6;0.4
run.sh;config_sz598.xml;sz598;output/-3-0.1-0.5-0.5-0.6-0.0-0.6-0.2;-3;0.1;0.5;0.5;0.6;0.0;0.6;0.2
run.sh;config_sz599.xml;sz599;output/-3-0.1-0.5-0.5-0.6-0.0-0.4-0.4;-3;0.1;0.5;0.5;0.6;0.0;0.4;0.4
run.sh;config_sz600.xml;sz600;output/-3-0.1-0.5-0.5-0.6-0.0-0.4-0.2;-3;0.1;0.5;0.5;0.6;0.0;0.4;0.2
run.sh;config_sz601.xml;sz601;output/-3-0.1-0.5-0.5-0.4-0.2-0.8-0.4;-3;0.1;0.5;0.5;0.4;0.2;0.8;0.4
run.sh;config_sz602.xml;sz602;output/-3-0.1-0.5-0.5-0.4-0.2-0.8-0.2;-3;0.1;0.5;0.5;0.4;0.2;0.8;0.2
run.sh;config_sz603.xml;sz603;output/-3-0.1-0.5-0.5-0.4-0.2-0.6-0.4;-3;0.1;0.5;0.5;0.4;0.2;0.6;0.4
run.sh;config_sz604.xml;sz604;output/-3-0.1-0.5-0.5-0.4-0.2-0.6-0.2;-3;0.1;0.5;0.5;0.4;0.2;0.6;0.2
run.sh;config_sz605.xml;sz605;output/-3-0.1-0.5-0.5-0.4-0.2-0.4-0.4;-3;0.1;0.5;0.5;0.4;0.2;0.4;0.4
run.sh;config_sz606.xml;sz606;output/-3-0.1-0.5-0.5-0.4-0.2-0.4-0.2;-3;0.1;0.5;0.5;0.4;0.2;0.4;0.2
run.sh;config_sz607.xml;sz607;output/-3-0.1-0.5-0.5-0.4-0.0-0.8-0.4;-3;0.1;0.5;0.5;0.4;0.0;0.8;0.4
run.sh;config_sz608.xml;sz608;output/-3-0.1-0.5-0.5-0.4-0.0-0.8-0.2;-3;0.1;0.5;0.5;0.4;0.0;0.8;0.2
run.sh;config_sz609.xml;sz609;output/-3-0.1-0.5-0.5-0.4-0.0-0.6-0.4;-3;0.1;0.5;0.5;0.4;0.0;0.6;0.4
run.sh;config_sz610.xml;sz610;output/-3-0.1-0.5-0.5-0.4-0.0-0.6-0.2;-3;0.1;0.5;0.5;0.4;0.0;0.6;0.2
run.sh;config_sz611.xml;sz611;output/-3-0.1-0.5-0.5-0.4-0.0-0.4-0.4;-3;0.1;0.5;0.5;0.4;0.0;0.4;0.4
run.sh;config_sz612.xml;sz612;output/-3-0.1-0.5-0.5-0.4-0.0-0.4-0.2;-3;0.1;0.5;0.5;0.4;0.0;0.4;0.2
run.sh;config_sz613.xml;sz613;output/-3-0.1-0.5-0.5-0.2-0.2-0.8-0.4;-3;0.1;0.5;0.5;0.2;0.2;0.8;0.4
run.sh;config_sz614.xml;sz614;output/-3-0.1-0.5-0.5-0.2-0.2-0.8-0.2;-3;0.1;0.5;0.5;0.2;0.2;0.8;0.2
run.sh;config_sz615.xml;sz615;output/-3-0.1-0.5-0.5-0.2-0.2-0.6-0.4;-3;0.1;0.5;0.5;0.2;0.2;0.6;0.4
run.sh;config_sz616.xml;sz616;output/-3-0.1-0.5-0.5-0.2-0.2-0.6-0.2;-3;0.1;0.5;0.5;0.2;0.2;0.6;0.2
run.sh;config_sz617.xml;sz617;output/-3-0.1-0.5-0.5-0.2-0.2-0.4-0.4;-3;0.1;0.5;0.5;0.2;0.2;0.4;0.4
run.sh;config_sz618.xml;sz618;output/-3-0.1-0.5-0.5-0.2-0.2-0.4-0.2;-3;0.1;0.5;0.5;0.2;0.2;0.4;0.2
run.sh;config_sz619.xml;sz619;output/-3-0.1-0.5-0.5-0.2-0.0-0.8-0.4;-3;0.1;0.5;0.5;0.2;0.0;0.8;0.4
run.sh;config_sz620.xml;sz620;output/-3-0.1-0.5-0.5-0.2-0.0-0.8-0.2;-3;0.1;0.5;0.5;0.2;0.0;0.8;0.2
run.sh;config_sz621.xml;sz621;output/-3-0.1-0.5-0.5-0.2-0.0-0.6-0.4;-3;0.1;0.5;0.5;0.2;0.0;0.6;0.4
run.sh;config_sz622.xml;sz622;output/-3-0.1-0.5-0.5-0.2-0.0-0.6-0.2;-3;0.1;0.5;0.5;0.2;0.0;0.6;0.2
run.sh;config_sz623.xml;sz623;output/-3-0.1-0.5-0.5-0.2-0.0-0.4-0.4;-3;0.1;0.5;0.5;0.2;0.0;0.4;0.4
run.sh;config_sz624.xml;sz624;output/-3-0.1-0.5-0.5-0.2-0.0-0.4-0.2;-3;0.1;0.5;0.5;0.2;0.0;0.4;0.2
run.sh;config_sz625.xml;sz625;output/-3-0.1-0.5-0.0-0.8-0.2-0.8-0.4;-3;0.1;0.5;0.0;0.8;0.2;0.8;0.4
run.sh;config_sz626.xml;sz626;output/-3-0.1-0.5-0.0-0.8-0.2-0.8-0.2;-3;0.1;0.5;0.0;0.8;0.2;0.8;0.2
run.sh;config_sz627.xml;sz627;output/-3-0.1-0.5-0.0-0.8-0.2-0.6-0.4;-3;0.1;0.5;0.0;0.8;0.2;0.6;0.4
run.sh;config_sz628.xml;sz628;output/-3-0.1-0.5-0.0-0.8-0.2-0.6-0.2;-3;0.1;0.5;0.0;0.8;0.2;0.6;0.2
run.sh;config_sz629.xml;sz629;output/-3-0.1-0.5-0.0-0.8-0.2-0.4-0.4;-3;0.1;0.5;0.0;0.8;0.2;0.4;0.4
run.sh;config_sz630.xml;sz630;output/-3-0.1-0.5-0.0-0.8-0.2-0.4-0.2;-3;0.1;0.5;0.0;0.8;0.2;0.4;0.2
run.sh;config_sz631.xml;sz631;output/-3-0.1-0.5-0.0-0.8-0.0-0.8-0.4;-3;0.1;0.5;0.0;0.8;0.0;0.8;0.4
run.sh;config_sz632.xml;sz632;output/-3-0.1-0.5-0.0-0.8-0.0-0.8-0.2;-3;0.1;0.5;0.0;0.8;0.0;0.8;0.2
run.sh;config_sz633.xml;sz633;output/-3-0.1-0.5-0.0-0.8-0.0-0.6-0.4;-3;0.1;0.5;0.0;0.8;0.0;0.6;0.4
run.sh;config_sz634.xml;sz634;output/-3-0.1-0.5-0.0-0.8-0.0-0.6-0.2;-3;0.1;0.5;0.0;0.8;0.0;0.6;0.2
run.sh;config_sz635.xml;sz635;output/-3-0.1-0.5-0.0-0.8-0.0-0.4-0.4;-3;0.1;0.5;0.0;0.8;0.0;0.4;0.4
run.sh;config_sz636.xml;sz636;output/-3-0.1-0.5-0.0-0.8-0.0-0.4-0.2;-3;0.1;0.5;0.0;0.8;0.0;0.4;0.2
run.sh;config_sz637.xml;sz637;output/-3-0.1-0.5-0.0-0.6-0.2-0.8-0.4;-3;0.1;0.5;0.0;0.6;0.2;0.8;0.4
run.sh;config_sz638.xml;sz638;output/-3-0.1-0.5-0.0-0.6-0.2-0.8-0.2;-3;0.1;0.5;0.0;0.6;0.2;0.8;0.2
